Inorganic phosphor,Host,1st dopant,1st dopant valency,1st doping concentration,Temp. (K),Emission max. (nm),Excitation source ,Reference,MP-ID,ICSD-ID,Atomic Ratio_max,Atomic Ratio_min,Atomic Ratio_diff,Atomic Number_sum,Atomic Number_max,Atomic Number_min,Atomic Number_diff,Atomic Weight_sum,Atomic Weight_max,Atomic Weight_min,Atomic Weight_diff,Atomic Radius_sum,Atomic Radius_max,Atomic Radius_min,Atomic Radius_diff,EN pauling_sum,EN pauling_max,EN pauling_min,EN pauling_diff,Valence Electron_sum,Valence Electron_max,Valence Electron_min,Valence Electron_diff,Ionization Energy_sum,Ionization Energy_max,Ionization Energy_min,Ionization Energy_diff,electronegativity_diff_ratio,radius_mismatch,electron_density,mass_to_charge,ionic_radius_emission_center,EN_ligand_avg,ionic_radius_substituted,avg_ionic_radius_host,avg_EN_host,avg_atomic_number_host,avg_group_host,avg_s_electrons,avg_p_electrons,avg_d_electrons,avg_f_electrons
Ca0.4TiO3Li0.3Eu0.3,Ca0.4TiO3Li0.3,Eu,3,0.3,298,616,397,https://doi.org/10.1111/j.1551-2916.2011.04967.x,"mp-4019,mp-556003,mp-1205364,mp-3442,mp-754701,mp-5827", icsd-167888 icsd-62149 icsd-97828 icsd-167809 icsd-163663 icsd-174127 icsd-94568 icsd-85101 icsd-96258 icsd-162909 icsd-185445 icsd-162916 icsd-162917 icsd-157115 icsd-185443 icsd-185446 icsd-162913 icsd-162908 icsd-163662 icsd-163528 icsd-185452 icsd-16688 icsd-71915 icsd-186224 icsd-185444 icsd-189135 icsd-162918 icsd-162912 icsd-71916 icsd-180956 icsd-74215 icsd-185454 icsd-162914 icsd-74214 icsd-193648 icsd-93082 icsd-153172 icsd-185451 icsd-150420 icsd-74212 icsd-185449 icsd-162911 icsd-51024 icsd-162910 icsd-74213 icsd-37263 icsd-82487 icsd-185447 icsd-50364 icsd-185450 icsd-185453 icsd-74216 icsd-162915 icsd-185448 icsd-165801 icsd-38212 icsd-29116 icsd-162920 icsd-162919 icsd-162922 icsd-162921 icsd-162925 icsd-162924 icsd-77060 icsd-153173 icsd-162923 icsd-187293 icsd-165076 icsd-162926 icsd-31865 icsd-187294 icsd-153174 icsd-31864,0.638297872,0.063829787,0.574468085,53,22,3,19,110.8854,47.867,6.941,40.926,5.25,1.8,0.6,1.2,6.96,3.44,0.98,2.46,9,4,1,3,31.95104547,13.618055,5.391714996,8.226340004,0.353448275,0.228571428,1.714285711,2.092177358,1.087,3.44,1.14,1.139929078,2.67106383,11.68085106,11.29787234,5.127659574,6.127659574,0.425531915,0
La0.995BMoO6Eu0.005,La0.995BMoO6,Eu,3,0.005,298,615,350,https://doi.org/10.1016/j.jallcom.2015.01.134,mp-558445, icsd-161205,0.667037243,0.110617009,0.556420233,112,57,5,52,261.65587,138.90547,10.811,128.09447,4.85,1.95,0.6,1.35,8.74,3.44,1.1,2.34,11,5,1,4,34.585404,13.618055,5.5769,8.041155,0.267734553,0.278350515,2.268041232,2.336213125,1.087,3.44,1.172,1.101849917,2.883212896,16.86659255,13.11673152,5.440800445,7.435241801,3.990550306,0
La0.99BMoO6Eu0.01,La0.99BMoO6,Eu,3,0.01,298,615,350,https://doi.org/10.1016/j.jallcom.2015.01.134,mp-558445, icsd-161205,0.667408231,0.110122358,0.557285873,112,57,5,52,261.65587,138.90547,10.811,128.09447,4.85,1.95,0.6,1.35,8.74,3.44,1.1,2.34,11,5,1,4,34.585404,13.618055,5.5769,8.041155,0.267734553,0.278350515,2.268041232,2.336213125,1.087,3.44,1.172,1.101810901,2.884204672,16.84427141,13.12235818,5.437152392,7.426028921,3.9810901,0
La0.98BMoO6Eu0.02,La0.98BMoO6,Eu,3,0.02,298,615,350,https://doi.org/10.1016/j.jallcom.2015.01.134,mp-558445, icsd-161205,0.668151448,0.109131403,0.559020045,112,57,5,52,261.65587,138.90547,10.811,128.09447,4.85,1.95,0.6,1.35,8.74,3.44,1.1,2.34,11,5,1,4,34.585404,13.618055,5.5769,8.041155,0.267734553,0.278350515,2.268041232,2.336213125,1.087,3.44,1.172,1.101732739,2.886191537,16.79955457,13.13363029,5.429844098,7.407572383,3.962138085,0
La0.97BMoO6Eu0.03,La0.97BMoO6,Eu,3,0.03,298,615,350,https://doi.org/10.1016/j.jallcom.2015.01.134,mp-558445, icsd-161205,0.668896321,0.108138239,0.560758082,112,57,5,52,261.65587,138.90547,10.811,128.09447,4.85,1.95,0.6,1.35,8.74,3.44,1.1,2.34,11,5,1,4,34.585404,13.618055,5.5769,8.041155,0.267734553,0.278350515,2.268041232,2.336213125,1.087,3.44,1.172,1.101654404,2.888182832,16.75473802,13.14492754,5.422519509,7.389074693,3.943143813,0
La0.96BMoO6Eu0.04,La0.96BMoO6,Eu,3,0.04,298,615,350,https://doi.org/10.1016/j.jallcom.2015.01.134,mp-558445, icsd-161205,0.669642857,0.107142857,0.5625,112,57,5,52,261.65587,138.90547,10.811,128.09447,4.85,1.95,0.6,1.35,8.74,3.44,1.1,2.34,11,5,1,4,34.585404,13.618055,5.5769,8.041155,0.267734553,0.278350515,2.268041232,2.336213125,1.087,3.44,1.172,1.101575893,2.890178571,16.70982143,13.15625,5.415178571,7.370535714,3.924107143,0
La0.95BMoO6Eu0.05,La0.95BMoO6,Eu,3,0.05,298,615,350,https://doi.org/10.1016/j.jallcom.2015.01.134,mp-558445, icsd-161205,0.670391061,0.106145251,0.56424581,112,57,5,52,261.65587,138.90547,10.811,128.09447,4.85,1.95,0.6,1.35,8.74,3.44,1.1,2.34,11,5,1,4,34.585404,13.618055,5.5769,8.041155,0.267734553,0.278350515,2.268041232,2.336213125,1.087,3.44,1.172,1.101497207,2.892178771,16.66480447,13.16759777,5.407821229,7.351955307,3.905027933,0
La0.94BMoO6Eu0.06,La0.94BMoO6,Eu,3,0.06,298,615,350,https://doi.org/10.1016/j.jallcom.2015.01.134,mp-558445, icsd-161205,0.67114094,0.105145414,0.565995526,112,57,5,52,261.65587,138.90547,10.811,128.09447,4.85,1.95,0.6,1.35,8.74,3.44,1.1,2.34,11,5,1,4,34.585404,13.618055,5.5769,8.041155,0.267734553,0.278350515,2.268041232,2.336213125,1.087,3.44,1.172,1.101418345,2.894183445,16.6196868,13.17897092,5.400447427,7.333333333,3.88590604,0
La0.93BMoO6Eu0.07,La0.93BMoO6,Eu,3,0.07,298,615,350,https://doi.org/10.1016/j.jallcom.2015.01.134,mp-558445, icsd-161205,0.671892497,0.104143337,0.56774916,112,57,5,52,261.65587,138.90547,10.811,128.09447,4.85,1.95,0.6,1.35,8.74,3.44,1.1,2.34,11,5,1,4,34.585404,13.618055,5.5769,8.041155,0.267734553,0.278350515,2.268041232,2.336213125,1.087,3.44,1.172,1.101339306,2.896192609,16.57446809,13.19036954,5.393057111,7.314669653,3.866741321,0
La0.92BMoO6Eu0.08,La0.92BMoO6,Eu,3,0.08,298,615,350,https://doi.org/10.1016/j.jallcom.2015.01.134,mp-558445, icsd-161205,0.67264574,0.103139013,0.569506726,112,57,5,52,261.65587,138.90547,10.811,128.09447,4.85,1.95,0.6,1.35,8.74,3.44,1.1,2.34,11,5,1,4,34.585404,13.618055,5.5769,8.041155,0.267734553,0.278350515,2.268041232,2.336213125,1.087,3.44,1.172,1.10126009,2.898206278,16.52914798,13.20179372,5.385650224,7.295964126,3.847533632,0
La0.91BMoO6Eu0.09,La0.91BMoO6,Eu,3,0.09,298,615,350,https://doi.org/10.1016/j.jallcom.2015.01.134,mp-558445, icsd-161205,0.673400673,0.102132435,0.571268238,112,57,5,52,261.65587,138.90547,10.811,128.09447,4.85,1.95,0.6,1.35,8.74,3.44,1.1,2.34,11,5,1,4,34.585404,13.618055,5.5769,8.041155,0.267734553,0.278350515,2.268041232,2.336213125,1.087,3.44,1.172,1.101180696,2.900224467,16.48372615,13.21324355,5.378226712,7.277216611,3.828282828,0
Sr2.995LaNaP2SiO12Eu0.005,Sr2.995LaNaP2SiO12,Eu,2,0.005,298,484,325,https://doi.org/10.1016/j.ceramint.2016.08.163,,,0.600150038,0.050012503,0.550137534,143,57,8,49,324.5739013,138.90547,15.9994,122.90607,8.45,2,0.6,1.4,10.51,3.44,0.93,2.51,13,4,1,3,48.66726541,13.618055,5.13907696,8.47897804,0.238820171,0.165680473,1.538461537,2.269747561,1.31,2.815,1.32,1.15255814,2.622418105,16.09452363,12.30257564,5.648912228,7.897474369,2.548137034,0
Sr2.99LaNaP2SiO12Eu0.01,Sr2.99LaNaP2SiO12,Eu,2,0.01,298,484,325,https://doi.org/10.1016/j.ceramint.2016.08.163,,,0.60030015,0.050025013,0.550275138,143,57,8,49,324.5739013,138.90547,15.9994,122.90607,8.45,2,0.6,1.4,10.51,3.44,0.93,2.51,13,4,1,3,48.66726541,13.618055,5.13907696,8.47897804,0.238820171,0.165680473,1.538461537,2.269747561,1.31,2.815,1.32,1.152516258,2.622836418,16.08904452,12.30515258,5.647823912,7.894947474,2.546273137,0
Sr2.98LaNaP2SiO12Eu0.02,Sr2.98LaNaP2SiO12,Eu,2,0.02,298,484,325,https://doi.org/10.1016/j.ceramint.2016.08.163,,,0.600600601,0.05005005,0.550550551,143,57,8,49,324.5739013,138.90547,15.9994,122.90607,8.45,2,0.6,1.4,10.51,3.44,0.93,2.51,13,4,1,3,48.66726541,13.618055,5.13907696,8.47897804,0.238820171,0.165680473,1.538461537,2.269747561,1.31,2.815,1.32,1.152432432,2.623673674,16.07807808,12.31031031,5.645645646,7.88988989,2.542542543,0
Sr2.965LaNaP2SiO12Eu0.035,Sr2.965LaNaP2SiO12,Eu,2,0.035,298,484,325,https://doi.org/10.1016/j.ceramint.2016.08.163,,,0.601051841,0.050087653,0.550964187,143,57,8,49,324.5739013,138.90547,15.9994,122.90607,8.45,2,0.6,1.4,10.51,3.44,0.93,2.51,13,4,1,3,48.66726541,13.618055,5.13907696,8.47897804,0.238820171,0.165680473,1.538461537,2.269747561,1.31,2.815,1.32,1.152306536,2.624931129,16.06160781,12.3180566,5.642374155,7.882294015,2.536939644,0
Sr2.95LaNaP2SiO12Eu0.05,Sr2.95LaNaP2SiO12,Eu,2,0.05,298,484,325,https://doi.org/10.1016/j.ceramint.2016.08.163,,,0.601503759,0.050125313,0.551378446,143,57,8,49,324.5739013,138.90547,15.9994,122.90607,8.45,2,0.6,1.4,10.51,3.44,0.93,2.51,13,4,1,3,48.66726541,13.618055,5.13907696,8.47897804,0.238820171,0.165680473,1.538461537,2.269747561,1.31,2.815,1.32,1.152180451,2.626190476,16.04511278,12.32581454,5.639097744,7.874686717,2.531328321,0
Sr2.925LaNaP2SiO12Eu0.075,Sr2.925LaNaP2SiO12,Eu,2,0.075,298,484,325,https://doi.org/10.1016/j.ceramint.2016.08.163,,,0.602258469,0.050188206,0.552070263,143,57,8,49,324.5739013,138.90547,15.9994,122.90607,8.45,2,0.6,1.4,10.51,3.44,0.93,2.51,13,4,1,3,48.66726541,13.618055,5.13907696,8.47897804,0.238820171,0.165680473,1.538461537,2.269747561,1.31,2.815,1.32,1.151969887,2.628293601,16.01756587,12.33877039,5.633626098,7.861982434,2.52195734,0
Sr2.9LaNaP2SiO12Eu0.1,Sr2.9LaNaP2SiO12,Eu,2,0.1,298,484,325,https://doi.org/10.1016/j.ceramint.2016.08.163,,,0.603015075,0.050251256,0.552763819,143,57,8,49,324.5739013,138.90547,15.9994,122.90607,8.45,2,0.6,1.4,10.51,3.44,0.93,2.51,13,4,1,3,48.66726541,13.618055,5.13907696,8.47897804,0.238820171,0.165680473,1.538461537,2.269747561,1.31,2.815,1.32,1.151758794,2.63040201,15.98994975,12.35175879,5.628140704,7.849246231,2.512562814,0
Sr2.995LaNaP2SiO12Eu0.005,Sr2.995LaNaP2SiO12,Eu,2,0.005,298,484,380,https://doi.org/10.1016/j.ceramint.2016.08.163,,,0.600150038,0.050012503,0.550137534,143,57,8,49,324.5739013,138.90547,15.9994,122.90607,8.45,2,0.6,1.4,10.51,3.44,0.93,2.51,13,4,1,3,48.66726541,13.618055,5.13907696,8.47897804,0.238820171,0.165680473,1.538461537,2.269747561,1.31,2.815,1.32,1.15255814,2.622418105,16.09452363,12.30257564,5.648912228,7.897474369,2.548137034,0
Sr2.99LaNaP2SiO12Eu0.01,Sr2.99LaNaP2SiO12,Eu,2,0.01,298,484,380,https://doi.org/10.1016/j.ceramint.2016.08.163,,,0.60030015,0.050025013,0.550275138,143,57,8,49,324.5739013,138.90547,15.9994,122.90607,8.45,2,0.6,1.4,10.51,3.44,0.93,2.51,13,4,1,3,48.66726541,13.618055,5.13907696,8.47897804,0.238820171,0.165680473,1.538461537,2.269747561,1.31,2.815,1.32,1.152516258,2.622836418,16.08904452,12.30515258,5.647823912,7.894947474,2.546273137,0
Sr2.98LaNaP2SiO12Eu0.02,Sr2.98LaNaP2SiO12,Eu,2,0.02,298,484,380,https://doi.org/10.1016/j.ceramint.2016.08.163,,,0.600600601,0.05005005,0.550550551,143,57,8,49,324.5739013,138.90547,15.9994,122.90607,8.45,2,0.6,1.4,10.51,3.44,0.93,2.51,13,4,1,3,48.66726541,13.618055,5.13907696,8.47897804,0.238820171,0.165680473,1.538461537,2.269747561,1.31,2.815,1.32,1.152432432,2.623673674,16.07807808,12.31031031,5.645645646,7.88988989,2.542542543,0
Sr2.965LaNaP2SiO12Eu0.035,Sr2.965LaNaP2SiO12,Eu,2,0.035,298,535,380,https://doi.org/10.1016/j.ceramint.2016.08.163,,,0.601051841,0.050087653,0.550964187,143,57,8,49,324.5739013,138.90547,15.9994,122.90607,8.45,2,0.6,1.4,10.51,3.44,0.93,2.51,13,4,1,3,48.66726541,13.618055,5.13907696,8.47897804,0.238820171,0.165680473,1.538461537,2.269747561,1.31,2.815,1.32,1.152306536,2.624931129,16.06160781,12.3180566,5.642374155,7.882294015,2.536939644,0
Sr2.95LaNaP2SiO12Eu0.05,Sr2.95LaNaP2SiO12,Eu,2,0.05,298,535,380,https://doi.org/10.1016/j.ceramint.2016.08.163,,,0.601503759,0.050125313,0.551378446,143,57,8,49,324.5739013,138.90547,15.9994,122.90607,8.45,2,0.6,1.4,10.51,3.44,0.93,2.51,13,4,1,3,48.66726541,13.618055,5.13907696,8.47897804,0.238820171,0.165680473,1.538461537,2.269747561,1.31,2.815,1.32,1.152180451,2.626190476,16.04511278,12.32581454,5.639097744,7.874686717,2.531328321,0
Sr2.925LaNaP2SiO12Eu0.075,Sr2.925LaNaP2SiO12,Eu,2,0.075,298,535,380,https://doi.org/10.1016/j.ceramint.2016.08.163,,,0.602258469,0.050188206,0.552070263,143,57,8,49,324.5739013,138.90547,15.9994,122.90607,8.45,2,0.6,1.4,10.51,3.44,0.93,2.51,13,4,1,3,48.66726541,13.618055,5.13907696,8.47897804,0.238820171,0.165680473,1.538461537,2.269747561,1.31,2.815,1.32,1.151969887,2.628293601,16.01756587,12.33877039,5.633626098,7.861982434,2.52195734,0
Sr2.9LaNaP2SiO12Eu0.1,Sr2.9LaNaP2SiO12,Eu,2,0.1,298,535,380,https://doi.org/10.1016/j.ceramint.2016.08.163,,,0.603015075,0.050251256,0.552763819,143,57,8,49,324.5739013,138.90547,15.9994,122.90607,8.45,2,0.6,1.4,10.51,3.44,0.93,2.51,13,4,1,3,48.66726541,13.618055,5.13907696,8.47897804,0.238820171,0.165680473,1.538461537,2.269747561,1.31,2.815,1.32,1.151758794,2.63040201,15.98994975,12.35175879,5.628140704,7.849246231,2.512562814,0
Ca9LaP5SiO24Cl2Eu0.01,Ca9LaP5SiO24Cl2,Eu,2,0.01,298,461,345,https://doi.org/10.1016/j.jlumin.2018.10.036,,,0.571428571,0.023809524,0.547619048,131,57,8,49,289.495132,138.90547,15.9994,122.90607,7.45,1.95,0.6,1.35,12.79,3.44,1,2.44,17,5,1,4,56.91410947,13.618055,5.5769,8.041155,0.190774042,0.181208053,2.281879192,2.209886504,1.31,2.93,1.172,1.107666667,2.662619048,13.14285714,12.57142857,5.428571429,7.214285714,0.5,0
Ca9LaP5SiO24Cl2Eu0.03,Ca9LaP5SiO24Cl2,Eu,2,0.03,298,461,345,https://doi.org/10.1016/j.jlumin.2018.10.036,,,0.571428571,0.023809524,0.547619048,131,57,8,49,289.495132,138.90547,15.9994,122.90607,7.45,1.95,0.6,1.35,12.79,3.44,1,2.44,17,5,1,4,56.91410947,13.618055,5.5769,8.041155,0.190774042,0.181208053,2.281879192,2.209886504,1.31,2.93,1.172,1.107666667,2.662619048,13.14285714,12.57142857,5.428571429,7.214285714,0.5,0
Ca9LaP5SiO24Cl2Eu0.05,Ca9LaP5SiO24Cl2,Eu,2,0.05,298,461,345,https://doi.org/10.1016/j.jlumin.2018.10.036,,,0.571428571,0.023809524,0.547619048,131,57,8,49,289.495132,138.90547,15.9994,122.90607,7.45,1.95,0.6,1.35,12.79,3.44,1,2.44,17,5,1,4,56.91410947,13.618055,5.5769,8.041155,0.190774042,0.181208053,2.281879192,2.209886504,1.31,2.93,1.172,1.107666667,2.662619048,13.14285714,12.57142857,5.428571429,7.214285714,0.5,0
Ca9LaP5SiO24Cl2Eu0.08,Ca9LaP5SiO24Cl2,Eu,2,0.08,298,461,345,https://doi.org/10.1016/j.jlumin.2018.10.036,,,0.571428571,0.023809524,0.547619048,131,57,8,49,289.495132,138.90547,15.9994,122.90607,7.45,1.95,0.6,1.35,12.79,3.44,1,2.44,17,5,1,4,56.91410947,13.618055,5.5769,8.041155,0.190774042,0.181208053,2.281879192,2.209886504,1.31,2.93,1.172,1.107666667,2.662619048,13.14285714,12.57142857,5.428571429,7.214285714,0.5,0
Ca9LaP5SiO24Cl2Eu0.1,Ca9LaP5SiO24Cl2,Eu,2,0.1,298,461,345,https://doi.org/10.1016/j.jlumin.2018.10.036,,,0.571428571,0.023809524,0.547619048,131,57,8,49,289.495132,138.90547,15.9994,122.90607,7.45,1.95,0.6,1.35,12.79,3.44,1,2.44,17,5,1,4,56.91410947,13.618055,5.5769,8.041155,0.190774042,0.181208053,2.281879192,2.209886504,1.31,2.93,1.172,1.107666667,2.662619048,13.14285714,12.57142857,5.428571429,7.214285714,0.5,0
Ca9LaP5SiO24Cl2Eu0.15,Ca9LaP5SiO24Cl2,Eu,2,0.15,298,461,345,https://doi.org/10.1016/j.jlumin.2018.10.036,,,0.571428571,0.023809524,0.547619048,131,57,8,49,289.495132,138.90547,15.9994,122.90607,7.45,1.95,0.6,1.35,12.79,3.44,1,2.44,17,5,1,4,56.91410947,13.618055,5.5769,8.041155,0.190774042,0.181208053,2.281879192,2.209886504,1.31,2.93,1.172,1.107666667,2.662619048,13.14285714,12.57142857,5.428571429,7.214285714,0.5,0
Ca9LaP5SiO24Cl2Eu0.2,Ca9LaP5SiO24Cl2,Eu,2,0.2,298,461,345,https://doi.org/10.1016/j.jlumin.2018.10.036,,,0.571428571,0.023809524,0.547619048,131,57,8,49,289.495132,138.90547,15.9994,122.90607,7.45,1.95,0.6,1.35,12.79,3.44,1,2.44,17,5,1,4,56.91410947,13.618055,5.5769,8.041155,0.190774042,0.181208053,2.281879192,2.209886504,1.31,2.93,1.172,1.107666667,2.662619048,13.14285714,12.57142857,5.428571429,7.214285714,0.5,0
Ca9LaP5SiO24Cl2Eu0.3,Ca9LaP5SiO24Cl2,Eu,2,0.3,298,461,345,https://doi.org/10.1016/j.jlumin.2018.10.036,,,0.571428571,0.023809524,0.547619048,131,57,8,49,289.495132,138.90547,15.9994,122.90607,7.45,1.95,0.6,1.35,12.79,3.44,1,2.44,17,5,1,4,56.91410947,13.618055,5.5769,8.041155,0.190774042,0.181208053,2.281879192,2.209886504,1.31,2.93,1.172,1.107666667,2.662619048,13.14285714,12.57142857,5.428571429,7.214285714,0.5,0
Ca9LaP5SiO24Cl2Eu0.5,Ca9LaP5SiO24Cl2,Eu,2,0.5,298,461,345,https://doi.org/10.1016/j.jlumin.2018.10.036,,,0.571428571,0.023809524,0.547619048,131,57,8,49,289.495132,138.90547,15.9994,122.90607,7.45,1.95,0.6,1.35,12.79,3.44,1,2.44,17,5,1,4,56.91410947,13.618055,5.5769,8.041155,0.190774042,0.181208053,2.281879192,2.209886504,1.31,2.93,1.172,1.107666667,2.662619048,13.14285714,12.57142857,5.428571429,7.214285714,0.5,0
Ca9.96P6O24Cl1.94Eu0.01,Ca9.96P6O24Cl1.94,Eu,3,0.01,298,574,461,https://doi.org/10.1016/j.materresbull.2017.09.043,"mp-555164,mp-39460,mp-554236", icsd-2789 icsd-24237 icsd-184825 icsd-184824,0.572792363,0.046300716,0.526491647,60,20,8,12,122.504162,40.078,15.9994,24.0786,4.4,1.8,0.6,1.2,9.79,3.44,1,2.44,14,5,2,3,43.18552947,13.618055,6.11315547,7.50489953,0.249233912,0.272727272,3.181818175,2.041736033,1.087,2.93,1.14,1.107579952,2.66802864,12.27159905,12.575179,5.329832936,6.94176611,0,0
Sr1.75Ca1.24P2O8Eu0.01,Sr1.75Ca1.24P2O8,Eu,2,0.01,298,514,365,https://doi.org/10.1021/ic500230v,mp-4632, icsd-69449 icsd-184780 icsd-150869 icsd-18109 icsd-30635 icsd-410784,0.615858353,0.095458045,0.520400308,81,38,8,30,174.671162,87.62,15.9994,71.6206,5.4,2,0.6,1.4,7.58,3.44,0.95,2.49,11,4,2,2,35.91276392,13.618055,5.69486745,7.92318755,0.328496042,0.259259259,2.037037033,2.156434098,1.31,2.815,1.32,1.147313318,2.679176289,14.26481909,12.62355658,5.498075443,7.419553503,1.347190146,0
K3LuSi2O7Eu0.01,K3LuSi2O7,Eu,2,0.01,298,740,460,https://doi.org/10.1038/s41467-019-13293-0,mp-557543, icsd-412528,0.538461538,0.076923077,0.461538462,112,71,8,63,258.1502,174.967,15.9994,158.9676,5.65,2.2,0.6,1.6,7.43,3.44,0.82,2.62,8,4,1,3,31.53626973,13.618055,4.34066373,9.27739127,0.352624495,0.28318584,1.415929201,2.3049125,1.31,3.44,1.52,1.189307692,2.431538462,16.30769231,11.23076923,5.615384615,8,1.615384615,1.076923077
K3LuSi2O7Eu0.02,K3LuSi2O7,Eu,2,0.02,298,740,460,https://doi.org/10.1038/s41467-019-13293-0,mp-557543, icsd-412528,0.538461538,0.076923077,0.461538462,112,71,8,63,258.1502,174.967,15.9994,158.9676,5.65,2.2,0.6,1.6,7.43,3.44,0.82,2.62,8,4,1,3,31.53626973,13.618055,4.34066373,9.27739127,0.352624495,0.28318584,1.415929201,2.3049125,1.31,3.44,1.52,1.189307692,2.431538462,16.30769231,11.23076923,5.615384615,8,1.615384615,1.076923077
K3LuSi2O7Eu0.03,K3LuSi2O7,Eu,2,0.03,298,740,460,https://doi.org/10.1038/s41467-019-13293-0,mp-557543, icsd-412528,0.538461538,0.076923077,0.461538462,112,71,8,63,258.1502,174.967,15.9994,158.9676,5.65,2.2,0.6,1.6,7.43,3.44,0.82,2.62,8,4,1,3,31.53626973,13.618055,4.34066373,9.27739127,0.352624495,0.28318584,1.415929201,2.3049125,1.31,3.44,1.52,1.189307692,2.431538462,16.30769231,11.23076923,5.615384615,8,1.615384615,1.076923077
Mg2La3Nb0.998O9Mn0.002,Mg2La3Nb0.998O9,Mn,4,0.002,298,708,350,https://doi.org/10.1016/j.apt.2020.08.009,mp-1223356,,0.600080011,0.066542206,0.533537805,118,57,8,49,272.11625,138.90547,15.9994,122.90607,5.5,1.95,0.6,1.35,7.45,3.44,1.1,2.34,11,4,1,3,33.600041,13.618055,5.5769,8.041155,0.314093959,0.245454545,1.999999996,2.306069915,0.8775,3.44,0.86,1.159778637,2.565462062,20.53060408,10.80077344,6.199626617,9.19882651,5.132150953,0
Mg2La3Nb0.996O9Mn0.004,Mg2La3Nb0.996O9,Mn,4,0.004,298,708,350,https://doi.org/10.1016/j.apt.2020.08.009,mp-1223356,,0.600160043,0.066417711,0.533742331,118,57,8,49,272.11625,138.90547,15.9994,122.90607,5.5,1.95,0.6,1.35,7.45,3.44,1.1,2.34,11,4,1,3,33.600041,13.618055,5.5769,8.041155,0.314093959,0.245454545,1.999999996,2.306069915,0.8775,3.44,0.86,1.159823953,2.565590824,20.5278741,10.80154708,6.199253134,9.197652707,5.130968258,0
Mg2La3Nb0.994O9Mn0.006,Mg2La3Nb0.994O9,Mn,4,0.006,298,708,350,https://doi.org/10.1016/j.apt.2020.08.009,mp-1223356,,0.600240096,0.066293184,0.533946912,118,57,8,49,272.11625,138.90547,15.9994,122.90607,5.5,1.95,0.6,1.35,7.45,3.44,1.1,2.34,11,4,1,3,33.600041,13.618055,5.5769,8.041155,0.314093959,0.245454545,1.999999996,2.306069915,0.8775,3.44,0.86,1.159869281,2.565719621,20.52514339,10.80232093,6.198879552,9.196478591,5.129785247,0
Mg2La3Nb0.992O9Mn0.008,Mg2La3Nb0.992O9,Mn,4,0.008,298,708,350,https://doi.org/10.1016/j.apt.2020.08.009,mp-1223356,,0.600320171,0.066168623,0.534151547,118,57,8,49,272.11625,138.90547,15.9994,122.90607,5.5,1.95,0.6,1.35,7.45,3.44,1.1,2.34,11,4,1,3,33.600041,13.618055,5.5769,8.041155,0.314093959,0.245454545,1.999999996,2.306069915,0.8775,3.44,0.86,1.159914621,2.565848453,20.52241195,10.80309498,6.19850587,9.195304162,5.128601921,0
Mg2La3Nb0.99O9Mn0.01,Mg2La3Nb0.99O9,Mn,4,0.01,298,708,350,https://doi.org/10.1016/j.apt.2020.08.009,mp-1223356,,0.600400267,0.066044029,0.534356237,118,57,8,49,272.11625,138.90547,15.9994,122.90607,5.5,1.95,0.6,1.35,7.45,3.44,1.1,2.34,11,4,1,3,33.600041,13.618055,5.5769,8.041155,0.314093959,0.245454545,1.999999996,2.306069915,0.8775,3.44,0.86,1.159959973,2.565977318,20.51967979,10.80386925,6.198132088,9.19412942,5.127418279,0
Sr2GdNbO6Mn0.004,Sr2GdNbO6,Mn,4,0.004,298,687,350,https://doi.org/10.1016/j.jlumin.2019.116968,,,0.6,0.1,0.5,151,64,8,56,353.77578,157.25,15.9994,141.2506,5.85,2,0.6,1.4,7.19,3.44,0.95,2.49,11,4,1,3,32.22157245,13.618055,5.69486745,7.92318755,0.346314325,0.239316239,1.880341877,2.34288596,0.8775,3.44,0.82,1.2095,2.534,22.9,10.8,6.5,10.2,5.5,0.7
Sr2.95YP3O12Eu0.05,Sr2.95YP3O12,Eu,2,0.05,298,504,350,https://doi.org/10.1016/j.jre.2017.06.013,,,0.633245383,0.052770449,0.580474934,100,39,8,31,223.499012,88.90585,15.9994,72.90645,5.4,2,0.6,1.4,7.8,3.44,0.95,2.49,10,4,1,3,36.01686845,13.618055,5.69486745,7.92318755,0.319230769,0.259259259,1.851851848,2.23499012,1.31,2.815,1.32,1.145329815,2.737335092,15.41424802,12.9762533,5.567282322,7.709762533,2.137203166,0
K2Gd0.95WPO8Eu0.05,K2Gd0.95WPO8,Eu,3,0.05,298,615,396,https://doi.org/10.1016/j.ceramint.2017.05.123,,,0.617760618,0.073359073,0.544401544,180,74,8,66,427.161462,183.84,15.9994,167.8406,6.95,2.2,0.6,1.6,10.01,3.44,0.82,2.62,13,4,1,3,42.45923473,13.618055,4.34066373,9.27739127,0.261738261,0.230215827,1.870503594,2.373119233,1.087,2.815,1.075,1.193661519,2.691119691,19.44401544,11.88030888,5.822393822,8.633204633,3.393822394,1.594594595
K2Gd0.8WPO8Eu0.2,K2Gd0.8WPO8,Eu,3,0.2,298,615,396,https://doi.org/10.1016/j.ceramint.2017.05.123,,,0.625,0.0625,0.5625,180,74,8,66,427.161462,183.84,15.9994,167.8406,6.95,2.2,0.6,1.6,10.01,3.44,0.82,2.62,13,4,1,3,42.45923473,13.618055,4.34066373,9.27739127,0.261738261,0.230215827,1.870503594,2.373119233,1.087,2.815,1.075,1.195052083,2.70859375,18.921875,11.984375,5.75,8.453125,3.1875,1.53125
